trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
aba55897-1ad8-4729-8b84-04df830b8d03,09:20:00,09:20:00,5301 9,31,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:22:00,09:22:00,3010 2,32,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:23:00,09:23:00,3009 2,33,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:23:00,09:23:00,3008 2,34,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:26:00,09:26:00,5263 9,35,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:26:00,09:26:00,5262 9,36,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:27:00,09:27:00,5261 9,37,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:29:00,09:29:00,3007 2,38,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:30:00,09:30:00,5260 9,39,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:30:00,09:30:00,5259 9,40,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:31:00,09:31:00,5258 9,41,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:32:00,09:32:00,5257 9,42,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:33:00,09:33:00,5256 9,43,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:33:00,09:33:00,5255 9,44,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:34:00,09:34:00,5254 9,45,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:37:00,09:37:00,5253 9,46,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:38:00,09:38:00,5252 9,47,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:38:00,09:38:00,5251 9,48,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:39:00,09:39:00,5020 1,49,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:40:00,09:40:00,5021 1,50,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:41:00,09:41:00,5022 1,51,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:43:00,09:43:00,5024 2,52,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:44:00,09:44:00,5023 1,53,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:45:00,09:45:00,5025 1,54,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:46:00,09:46:00,5027 1,55,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:47:00,09:47:00,5028 1,56,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:48:00,09:48:00,5029 1,57,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:49:00,09:49:00,5030 1,58,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:50:00,09:50:00,5031 1,59,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:51:00,09:51:00,5032 1,60,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:52:00,09:52:00,5033 1,61,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:54:00,09:54:00,5035 1,62,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:55:00,09:55:00,5036 1,63,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:57:00,09:57:00,5037 1,64,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:57:00,09:57:00,5039 1,65,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:58:00,09:58:00,5044 2,66,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,09:59:00,09:59:00,5045 1,67,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,10:00:00,10:00:00,5101 9,68,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,10:01:00,10:01:00,5102 9,69,臼杵港フェリーターミナル,0,0,,
aba55897-1ad8-4729-8b84-04df830b8d03,10:02:00,10:02:00,5048 9,70,臼杵港フェリーターミナル,1,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,06:56:00,06:56:00,3023 2,1,臼杵駅,0,1,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,06:57:00,06:57:00,3022 9,2,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,06:57:00,06:57:00,3021 2,3,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,06:57:00,06:57:00,3020 9,4,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,06:59:00,06:59:00,3019 9,5,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:00:00,07:00:00,3018 2,6,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:01:00,07:01:00,3017 2,7,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:02:00,07:02:00,3016 2,8,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:04:00,07:04:00,3015 2,9,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:04:00,07:04:00,3014 9,10,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:06:00,07:06:00,3013 2,11,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:08:00,07:08:00,5272 9,12,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:10:00,07:10:00,5271 9,13,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:11:00,07:11:00,5270 9,14,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:12:00,07:12:00,5269 9,15,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:13:00,07:13:00,5268 9,16,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:14:00,07:14:00,5295 9,17,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:15:00,07:15:00,5294 9,18,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:16:00,07:16:00,5293 9,19,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:17:00,07:17:00,5292 9,20,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:18:00,07:18:00,5291 9,21,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:19:00,07:19:00,5290 9,22,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:21:00,07:21:00,5289 9,23,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:22:00,07:22:00,5288 9,24,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:23:00,07:23:00,5287 9,25,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:24:00,07:24:00,5286 9,26,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:27:00,07:27:00,5285 9,27,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:28:00,07:28:00,5284 9,28,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:29:00,07:29:00,5283 9,29,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:29:00,07:29:00,5282 9,30,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:29:00,07:29:00,5281 9,31,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:30:00,07:30:00,5023 1,32,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:31:00,07:31:00,5025 1,33,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:32:00,07:32:00,5027 1,34,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:33:00,07:33:00,5028 1,35,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:34:00,07:34:00,5029 1,36,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:35:00,07:35:00,5030 1,37,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:36:00,07:36:00,5031 1,38,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:37:00,07:37:00,5032 1,39,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:38:00,07:38:00,5033 1,40,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:40:00,07:40:00,5035 1,41,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:41:00,07:41:00,5036 1,42,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:43:00,07:43:00,5037 1,43,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:43:00,07:43:00,5039 1,44,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:44:00,07:44:00,5044 2,45,臼杵駅,0,0,,
16dbc44b-a49c-4148-8154-04edcb73c7a7,07:45:00,07:45:00,5045 2,46,臼杵駅,1,0,,
6fcfd0de-8e7e-4cf5-b6fc-07a61734daf3,15:15:00,15:15:00,266 2,1,下浦,0,1,,
6fcfd0de-8e7e-4cf5-b6fc-07a61734daf3,15:17:00,15:17:00,265 2,2,下浦,0,0,,
6fcfd0de-8e7e-4cf5-b6fc-07a61734daf3,15:17:00,15:17:00,5159 9,3,下浦,0,0,,
6fcfd0de-8e7e-4cf5-b6fc-07a61734daf3,15:17:00,15:17:00,265 1,4,下浦,0,0,,
6fcfd0de-8e7e-4cf5-b6fc-07a61734daf3,15:19:00,15:19:00,5158 9,5,下浦,0,0,,
6fcfd0de-8e7e-4cf5-b6fc-07a61734daf3,15:21:00,15:21:00,5157 9,6,下浦,0,0,,
6fcfd0de-8e7e-4cf5-b6fc-07a61734daf3,15:24:00,15:24:00,5156 9,7,下浦,0,0,,
6fcfd0de-8e7e-4cf5-b6fc-07a61734daf3,15:25:00,15:25:00,5155 1,8,下浦,0,0,,
6fcfd0de-8e7e-4cf5-b6fc-07a61734daf3,15:27:00,15:27:00,5154 9,9,下浦,0,0,,
6fcfd0de-8e7e-4cf5-b6fc-07a61734daf3,15:30:00,15:30:00,5153 9,10,下浦,0,0,,
6fcfd0de-8e7e-4cf5-b6fc-07a61734daf3,15:32:00,15:32:00,5152 9,11,下浦,0,0,,
6fcfd0de-8e7e-4cf5-b6fc-07a61734daf3,15:33:00,15:33:00,5151 9,12,下浦,0,0,,
6fcfd0de-8e7e-4cf5-b6fc-07a61734daf3,15:34:00,15:34:00,5150 9,13,下浦,0,0,,
6fcfd0de-8e7e-4cf5-b6fc-07a61734daf3,15:35:00,15:35:00,5149 1,14,下浦,1,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:16:00,08:16:00,5511 9,1,運動公園,0,1,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:17:00,08:17:00,5510 9,2,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:17:00,08:17:00,5509 9,3,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:18:00,08:18:00,5508 9,4,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:19:00,08:19:00,5507 9,5,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:19:00,08:19:00,5506 9,6,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:20:00,08:20:00,5505 9,7,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:20:00,08:20:00,5504 9,8,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:21:00,08:21:00,5503 9,9,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:21:00,08:21:00,5502 9,10,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:22:00,08:22:00,5501 9,11,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:23:00,08:23:00,5370 2,12,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:23:00,08:23:00,5371 9,13,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:24:00,08:24:00,5372 2,14,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:25:00,08:25:00,5373 9,15,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:26:00,08:26:00,5374 2,16,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:27:00,08:27:00,5375 2,17,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:29:00,08:29:00,5376 2,18,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:29:00,08:29:00,5377 2,19,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:30:00,08:30:00,5378 1,20,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:31:00,08:31:00,5377 1,21,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:33:00,08:33:00,5380 9,22,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:33:00,08:33:00,5551 9,23,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:33:00,08:33:00,5380 9,24,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:34:00,08:34:00,5552 9,25,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:35:00,08:35:00,5553 9,26,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:36:00,08:36:00,5554 9,27,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:37:00,08:37:00,5555 9,28,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:38:00,08:38:00,5556 2,29,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:39:00,08:39:00,5557 9,30,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:40:00,08:40:00,5558 9,31,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:41:00,08:41:00,5559 2,32,運動公園,0,0,,
c2d5827d-5c73-44e3-a0a0-0a2b0c44fba3,08:41:00,08:41:00,5560 2,33,運動公園,1,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,07:55:00,07:55:00,5118 9,1,辻,0,1,,
287a07c9-08ea-4734-92a9-0b79a208d16a,07:59:00,07:59:00,5116 9,2,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:01:00,08:01:00,5117 9,3,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:02:00,08:02:00,5115 9,4,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:03:00,08:03:00,5114 9,5,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:05:00,08:05:00,5113 9,6,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:07:00,08:07:00,5112 9,7,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:11:00,08:11:00,5111 9,8,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:12:00,08:12:00,5110 9,9,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:13:00,08:13:00,5109 9,10,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:14:00,08:14:00,5108 9,11,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:16:00,08:16:00,5107 9,12,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:19:00,08:19:00,5106 9,13,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:20:00,08:20:00,5105 9,14,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:24:00,08:24:00,5104 9,15,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:26:00,08:26:00,5103 9,16,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:27:00,08:27:00,5102 9,17,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:28:00,08:28:00,5101 9,18,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:29:00,08:29:00,5045 1,19,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:30:00,08:30:00,5044 1,20,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:31:00,08:31:00,5039 2,21,辻,0,0,,
287a07c9-08ea-4734-92a9-0b79a208d16a,08:33:00,08:33:00,5361 2,22,辻,1,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,08:28:00,08:28:00,5118 9,1,辻,0,1,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,08:32:00,08:32:00,5116 9,2,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,08:34:00,08:34:00,5117 9,3,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,08:35:00,08:35:00,5115 9,4,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,08:36:00,08:36:00,5114 9,5,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,08:38:00,08:38:00,5113 9,6,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,08:40:00,08:40:00,5112 9,7,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,08:44:00,08:44:00,5111 9,8,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,08:45:00,08:45:00,5110 9,9,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,08:46:00,08:46:00,5109 9,10,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,08:47:00,08:47:00,5108 9,11,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,08:49:00,08:49:00,5107 9,12,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,08:52:00,08:52:00,5106 9,13,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,08:53:00,08:53:00,5105 9,14,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,08:57:00,08:57:00,5104 9,15,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,08:59:00,08:59:00,5103 9,16,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,09:00:00,09:00:00,5102 9,17,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,09:01:00,09:01:00,5101 9,18,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,09:02:00,09:02:00,5045 1,19,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,09:03:00,09:03:00,5044 1,20,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,09:04:00,09:04:00,5039 2,21,辻,0,0,,
9acca22c-50ac-4f8f-bf39-0b7ff00c4eea,09:06:00,09:06:00,5361 2,22,辻,1,0,,
21e93205-87cd-4555-91d3-0dcf5b9ac449,13:55:00,13:55:00,5560 9,1,津久見駅,0,1,,
21e93205-87cd-4555-91d3-0dcf5b9ac449,13:55:00,13:55:00,5559 1,2,津久見駅,0,0,,
