trans_id,lang,translation
小渕（下井手）,ja-Hrkt,おぶち
小渕（下井手）,en,Obuchi
桃山町,ja,桃山町
桃山町,zh-cn,桃山町
桃山町,zh-tw,桃山町
桃山町,ko,모모야마쵸
桃山町,ja-Hrkt,ももやまちょう
桃山町,en,Momoyamacho
自動車学校下,ja,自動車学校下
自動車学校下,zh-cn,驾驶学校下
自動車学校下,zh-tw,駕駛學校下
自動車学校下,ko,자동차 학교 아래
自動車学校下,ja-Hrkt,じどうしゃがっこうか
自動車学校下,en,Jidoushagakkoushita
地蔵,ja,地蔵
地蔵,zh-cn,地藏
地蔵,zh-tw,地藏
地蔵,ko,지장
地蔵,ja-Hrkt,じぞう
地蔵,en,Jizo
敬天荘前,ja,敬天荘前
敬天荘前,zh-cn,启天庄前
敬天荘前,zh-tw,啟天莊前
敬天荘前,ko,경천장 앞
敬天荘前,ja-Hrkt,たかしてんそうまえ
敬天荘前,en,Takashitenso Mae
高取,ja,高取
高取,zh-cn,高取
高取,zh-tw,高取
高取,ko,타카토리
高取,ja-Hrkt,たかとり
高取,en,Takatori
見寄,ja,見寄
見寄,zh-cn,见寄
見寄,zh-tw,見寄
見寄,ko,전망
見寄,ja-Hrkt,みより
見寄,en,Miyori
下本村,ja,下本村
下本村,zh-cn,下本村
下本村,zh-tw,下本村
下本村,ko,시모모토무라
下本村,ja-Hrkt,しもほんむら
下本村,en,Shimohonmura
本村,ja,本村
本村,zh-cn,本村
本村,zh-tw,本村
本村,ko,혼무라
本村,ja-Hrkt,ほんむら
本村,en,Honmura
二本木,ja,二本木
二本木,zh-cn,二本木
二本木,zh-tw,二本木
二本木,ko,니혼키
二本木,ja-Hrkt,にほんぎ
二本木,en,Nihongi
金迫,ja,金迫
金迫,zh-cn,金迫
金迫,zh-tw,金迫
金迫,ko,금박
金迫,ja-Hrkt,きんせり
金迫,en,Kinseri
塔の本,ja,塔の本
塔の本,zh-cn,塔本
塔の本,zh-tw,塔本
塔の本,ko,타워 책
塔の本,ja-Hrkt,とうのぼん
塔の本,en,Tounobon
伝切,ja,伝切
伝切,zh-cn,传切
伝切,zh-tw,傳切
伝切,ko,전절
伝切,ja-Hrkt,でんぎれ
伝切,en,Dengire
花香,ja,花香
花香,zh-cn,花香
花香,zh-tw,花香
花香,ko,꽃향
花香,ja-Hrkt,はなか
花香,en,Hanaka
大鳥,ja,大鳥
大鳥,zh-cn,大鸟
大鳥,zh-tw,大鳥
大鳥,ko,큰 새
大鳥,ja-Hrkt,おおとり
大鳥,en,Ohtori
鼠谷,ja,鼠谷
鼠谷,zh-cn,鼠谷
鼠谷,zh-tw,鼠谷
鼠谷,ko,사타니
鼠谷,ja-Hrkt,そたに
鼠谷,en,Sotani
天神の木,ja,天神の木
天神の木,zh-cn,天神之木
天神の木,zh-tw,天神之木
天神の木,ko,텐진 나무
天神の木,ja-Hrkt,てんじんのき
天神の木,en,Tenjinnoki
小迫,ja,小迫
小迫,zh-cn,小迫
小迫,zh-tw,小迫
小迫,ko,코박
小迫,ja-Hrkt,おざこ
小迫,en,Ozako
ユニスター前,ja,ユニスター前
ユニスター前,zh-cn,联星之前
ユニスター前,zh-tw,聯星之前
ユニスター前,ko,유니스터 앞
ユニスター前,ja-Hrkt,ゆにすたーまえ
ユニスター前,en,YuniStar mae
五馬農協前,ja,五馬農協前
五馬農協前,zh-cn,五马农协前
五馬農協前,zh-tw,五馬農協前
五馬農協前,ko,고마농협전
五馬農協前,ja-Hrkt,ごばのうきょうまえ
五馬農協前,en,Gobanoukyou mae
近原,ja,近原
近原,zh-cn,近原
近原,zh-tw,近原
近原,ko,근원
近原,ja-Hrkt,こんげん
近原,en,Kongen
見折谷,ja,見折谷
見折谷,zh-cn,见折谷
見折谷,zh-tw,見折谷
見折谷,ko,견절곡
見折谷,ja-Hrkt,みおりたに
見折谷,en,mioritani
戸刈田,ja,戸刈田
戸刈田,zh-cn,户刈田
戸刈田,zh-tw,戶刈田
戸刈田,ko,토카리타
戸刈田,ja-Hrkt,とかった
戸刈田,en,Tokatta
鳥越入口,ja,鳥越入口
鳥越入口,zh-cn,鸟越入口
鳥越入口,zh-tw,鳥越入口
鳥越入口,ko,토리고시 입구
鳥越入口,ja-Hrkt,とりごえいりぐち
鳥越入口,en,torigoeiriguchi
下中村,ja,下中村
下中村,zh-cn,下中村
下中村,zh-tw,下中村
下中村,ko,시모나카무라
下中村,ja-Hrkt,しもなかむら
下中村,en,Shimonakamura
中村,ja,中村
中村,zh-cn,中村
中村,zh-tw,中村
中村,ko,나카무라
中村,ja-Hrkt,なかむら
中村,en,Nakamura
出口保育所前,ja,出口保育所前
出口保育所前,zh-cn,出口保育园前
出口保育所前,zh-tw,出口保育園前
出口保育所前,ko,출구 탁아소 앞
出口保育所前,ja-Hrkt,でぐちほいくじょまえ
出口保育所前,en,Deguchi Hoikujo mae
芋作入口,ja,芋作入口
芋作入口,zh-cn,芋作入口
芋作入口,zh-tw,芋作入口
芋作入口,ko,고구마 입구
芋作入口,ja-Hrkt,いもさくいりぐち
芋作入口,en,Imosakuiriguchi
中園,ja,中園
中園,zh-cn,中园
中園,zh-tw,中園
中園,ko,중원
中園,ja-Hrkt,なかぞの
中園,en,Nakazono
榎迫,ja,榎迫
榎迫,zh-cn,榎迫
榎迫,zh-tw,榎迫
榎迫,ko,긴박
榎迫,ja-Hrkt,えのきはさま
榎迫,en,enokihasama
ゲートボール場前,ja,ゲートボール場前
ゲートボール場前,zh-cn,门球场前
ゲートボール場前,zh-tw,門球場前
ゲートボール場前,ko,게이트볼장 앞
ゲートボール場前,ja-Hrkt,げーとぼーるじょうまえ
ゲートボール場前,en,Gateballjou mae
下久木野,ja,下久木野
下久木野,zh-cn,下久木野
下久木野,zh-tw,下久木野
下久木野,ko,시모쿠기노
下久木野,ja-Hrkt,しもひさぎの
下久木野,en,Shimohisagino
久木野,ja,久木野
久木野,zh-cn,久木野
久木野,zh-tw,久木野
久木野,ko,히사키노
久木野,ja-Hrkt,ひさぎの
久木野,en,Hisagino
下袋,ja,下袋
下袋,zh-cn,下袋
下袋,zh-tw,下袋
下袋,ko,밑바닥
下袋,ja-Hrkt,しもぶくろ
下袋,en,Shimobukuro
袋,ja,袋
袋,zh-cn,袋
袋,zh-tw,袋
袋,ko,가방
袋,ja-Hrkt,ふくろ
袋,en,Fukuro
五馬入口,ja,五馬入口
五馬入口,zh-cn,五马入口
五馬入口,zh-tw,五馬入口
五馬入口,ko,고마 입구
五馬入口,ja-Hrkt,ごばいりぐち
五馬入口,en,Gobairiguchi
国土交通省前,ja,国土交通省前
国土交通省前,zh-cn,国土交通省前
国土交通省前,zh-tw,國土交通省前
国土交通省前,ko,국토교통성 앞
国土交通省前,ja-Hrkt,こくどこうつうしょうまえ
国土交通省前,en,Kokudokoutsushou mae
下井手,ja,下井手
下井手,zh-cn,下井手
下井手,zh-tw,下井手
下井手,ko,시모이테
下井手,ja-Hrkt,しもいで
下井手,en,Shimoide
三芳,ja,三芳
三芳,zh-cn,三芳
三芳,zh-tw,三芳
三芳,ko,미요시
三芳,ja-Hrkt,みよし
三芳,en,Miyoshi
小渕（三芳）,ja,小渕（三芳）
小渕（三芳）,zh-cn,小渊（三芳）
小渕（三芳）,zh-tw,小淵（三芳）
小渕（三芳）,ko,코부치(미요시)
小渕（三芳）,ja-Hrkt,おぶち
小渕（三芳）,en,Obuchi
下大部,ja,下大部
下大部,zh-cn,下大部
下大部,zh-tw,下大部
下大部,ko,하대부
下大部,ja-Hrkt,しもおおべ
下大部,en,Shimoobe
大部,ja,大部
大部,zh-cn,大部
大部,zh-tw,大部
大部,ko,대부분
大部,ja-Hrkt,おおぶ
大部,en,Obu
江良,ja,江良
江良,zh-cn,江良
江良,zh-tw,江良
江良,ko,장라
江良,ja-Hrkt,えら
江良,en,Era
木の花ガルテン前,ja,木の花ガルテン前
木の花ガルテン前,zh-cn,木之花花园前
木の花ガルテン前,zh-tw,木之花花園前
木の花ガルテン前,ko,나무 꽃 가르텐 앞
木の花ガルテン前,ja-Hrkt,このはながるてんまえ
木の花ガルテン前,en,Konoha garuten mae
下千丈,ja,下千丈
下千丈,zh-cn,下千丈
下千丈,zh-tw,下千丈
下千丈,ko,시모치 길이
下千丈,ja-Hrkt,したせんじょう
下千丈,en,Shitasenjou
千丈,ja,千丈
千丈,zh-cn,千丈
千丈,zh-tw,千丈
千丈,ko,치장
千丈,ja-Hrkt,せんじょう
千丈,en,Senjou
美晴,ja,美晴
美晴,zh-cn,美晴
美晴,zh-tw,美晴
美晴,ko,아름다움
美晴,ja-Hrkt,みはる
美晴,en,Miharu
片瀬古,ja,片瀬古
片瀬古,zh-cn,片濑谷
片瀬古,zh-tw,片瀨谷
片瀬古,ko,카타세 고
片瀬古,ja-Hrkt,かたせこ
片瀬古,en,Kataseko
川原（杖立）,ja,川原（杖立）
川原（杖立）,zh-cn,川原（杖立）
川原（杖立）,zh-tw,川原（杖立）
川原（杖立）,ko,가와하라 (지립)
川原（杖立）,ja-Hrkt,かわら
川原（杖立）,en,Kawara
下川原水天宮前,ja,下川原水天宮前
下川原水天宮前,zh-cn,下川原水天宫前
下川原水天宮前,zh-tw,下川原水天宮前
下川原水天宮前,ko,시모카와하라 스이텐구마에
下川原水天宮前,ja-Hrkt,しもかわはらすいてんぐうまえ
下川原水天宮前,en,Shimokawahara suitengu mae
下川原,ja,下川原
下川原,zh-cn,下川原
下川原,zh-tw,下川原
下川原,ko,시모카와하라
下川原,ja-Hrkt,しもがわら
下川原,en,Shimogawara
中川原,ja,中川原
中川原,zh-cn,中川原
中川原,zh-tw,中川原
中川原,ko,나카가와하라
中川原,ja-Hrkt,なかがわら
中川原,en,Nakagawara
渡辺医院前,ja,渡辺医院前
渡辺医院前,zh-cn,渡边诊所前
渡辺医院前,zh-tw,渡邊診所前
渡辺医院前,ko,와타나베 의원 앞
渡辺医院前,ja-Hrkt,わたなべいいんまえ
渡辺医院前,en,Watanabe Iin mae
大山農協前,ja,大山農協前
大山農協前,zh-cn,大山农协前
大山農協前,zh-tw,大山農協前
大山農協前,ko,오야마 농협 앞
大山農協前,ja-Hrkt,おおやまのうきょうまえ
大山農協前,en,Ohyama Noukyou mae
大山振興局前,ja,大山振興局前
大山振興局前,zh-cn,大山振兴局前
大山振興局前,zh-tw,大山振興局前
大山振興局前,ko,오야마 진흥국 앞
大山振興局前,ja-Hrkt,おおやましんこうきょくまえ
大山振興局前,en,Ohyama Shinkoukyoku mae
中大山,ja,中大山
中大山,zh-cn,中大山
中大山,zh-tw,中大山
中大山,ko,중대산
中大山,ja-Hrkt,なかおおやま
中大山,en,Nakaohyama
小平,ja,小平
小平,zh-cn,小平
小平,zh-tw,小平
小平,ko,코다이라
小平,ja-Hrkt,こだいら
小平,en,Kodaira
水辺の郷おおやま前,ja,水辺の郷おおやま前
水辺の郷おおやま前,zh-cn,水边之乡大山前
水辺の郷おおやま前,zh-tw,水邊之鄉大山前
水辺の郷おおやま前,ko,물가의 마을 오야마마에
水辺の郷おおやま前,ja-Hrkt,みずべのさとおおやままえ
水辺の郷おおやま前,en,Mizubenosato Ohyama mae
野瀬部入口,ja,野瀬部入口
野瀬部入口,zh-cn,野濑部入口
野瀬部入口,zh-tw,野瀨部入口
野瀬部入口,ko,노세부 입구
野瀬部入口,ja-Hrkt,のせぶいりぐち
野瀬部入口,en,Nosebuiriguchi
小切畑,ja,小切畑
小切畑,zh-cn,小切畑
小切畑,zh-tw,小切畑
小切畑,ko,소절밭
小切畑,ja-Hrkt,こぎりはた
小切畑,en,Kogirihata
後迫,ja,後迫
後迫,zh-cn,后迫
後迫,zh-tw,後迫
後迫,ko,후박
後迫,ja-Hrkt,うしろざこ
後迫,en,ushirozako
ひびきの郷入口,ja,ひびきの郷入口
ひびきの郷入口,zh-cn,响之乡入口
ひびきの郷入口,zh-tw,響之鄉入口
ひびきの郷入口,ko,히비키노고 입구
ひびきの郷入口,ja-Hrkt,ひびきのごういりぐち
ひびきの郷入口,en,Hibikinogou iriguchi
下鎌手（ひびきの郷）,ja,下鎌手（ひびきの郷）
下鎌手（ひびきの郷）,zh-cn,下镰手 (响之乡)
下鎌手（ひびきの郷）,zh-tw,下鐮手 (響之鄉)
下鎌手（ひびきの郷）,ko,시모카마테(히비키노사토)
下鎌手（ひびきの郷）,ja-Hrkt,しもかまて
下鎌手（ひびきの郷）,en,Shimokamate
中鎌手,ja,中鎌手
中鎌手,zh-cn,中镰手
中鎌手,zh-tw,中鐮手
中鎌手,ko,중 겸손
中鎌手,ja-Hrkt,ちゅうかまて
中鎌手,en,Chukamate
上鎌手,ja,上鎌手
上鎌手,zh-cn,上镰手
上鎌手,zh-tw,上鐮手
上鎌手,ko,상가수
上鎌手,ja-Hrkt,あげかまて
上鎌手,en,AgeKamate
下釣（杖立）,ja,下釣（杖立）
下釣（杖立）,zh-cn,下钓（杖立）
下釣（杖立）,zh-tw,下釣（杖立）
下釣（杖立）,ko,아래 낚시(지팡이)
下釣（杖立）,ja-Hrkt,したづり
下釣（杖立）,en,Shitazuri
柚木,ja,柚木
柚木,zh-cn,柚木
柚木,zh-tw,柚木
柚木,ko,유즈키
柚木,ja-Hrkt,ゆのき
柚木,en,Yunoki
竹の首,ja,竹の首
竹の首,zh-cn,竹之首
竹の首,zh-tw,竹之首
竹の首,ko,대나무 목
竹の首,ja-Hrkt,たけのくび
竹の首,en,Takenokubi
汗入場,ja,汗入場
汗入場,zh-cn,汗入场
汗入場,zh-tw,汗入場
汗入場,ko,땀 입장
汗入場,ja-Hrkt,あせにゅうじょう
汗入場,en,Asenyujou
下松原,ja,下松原
下松原,zh-cn,下松原
下松原,zh-tw,下松原
下松原,ko,시모마츠바라
下松原,ja-Hrkt,しもまつばら
下松原,en,Shimomatsubara
松原,ja,松原
松原,zh-cn,松原
松原,zh-tw,松原
松原,ko,마쓰바라
松原,ja-Hrkt,まつばら
松原,en,Matsubara
岩戸公園,ja,岩戸公園
岩戸公園,zh-cn,岩户公园
岩戸公園,zh-tw,岩戶公園
岩戸公園,ko,이와토 공원
岩戸公園,ja-Hrkt,いわとこうえん
岩戸公園,en,Iwato Koen
杖立,ja,杖立
杖立,zh-cn,杖立
杖立,zh-tw,杖立
杖立,ko,지립
杖立,ja-Hrkt,つえたて
杖立,en,Tsuetate
下野瀬部,ja,下野瀬部
下野瀬部,zh-cn,下野濑部
下野瀬部,zh-tw,下野瀨部
下野瀬部,ko,시모노 세베
下野瀬部,ja-Hrkt,しもつけせべ
下野瀬部,en,Shimotsukesebe
大山中前,ja,大山中前
大山中前,zh-cn,大山中前
大山中前,zh-tw,小山中前
大山中前,ko,오야마 나카마에
大山中前,ja-Hrkt,おおやまちゅうぜん
大山中前,en,OhyamaChuzen
上野瀬部,ja,上野瀬部
上野瀬部,zh-cn,上野濑部
上野瀬部,zh-tw,上野瀨部
上野瀬部,ko,우에노세부
上野瀬部,ja-Hrkt,うえのせべ
上野瀬部,en,Uenosebe
下鎌手（下野瀬部）,ja,下鎌手（下野瀬部）
下鎌手（下野瀬部）,zh-cn,下镰手 (下野濑部)
下鎌手（下野瀬部）,zh-tw,下鐮手 (下野瀨部)
下鎌手（下野瀬部）,ko,시모카마테(시모노세부)
下鎌手（下野瀬部）,ja-Hrkt,しもかまて
下鎌手（下野瀬部）,en,Shimokamate
大原裏口,ja,大原裏口
大原裏口,zh-cn,大原后门
大原裏口,zh-tw,大原後門
大原裏口,ko,오하라 뒷문
大原裏口,ja-Hrkt,おおはらうらぐち
大原裏口,en,Ohara Uraguchi
中ノ島町,ja,中ノ島町
中ノ島町,zh-cn,中之岛町
中ノ島町,zh-tw,中之島町
中ノ島町,ko,나카노시마초
中ノ島町,ja-Hrkt,なかのしままち
中ノ島町,en,Nakanoshimamachi
三和小前,ja,三和小前
三和小前,zh-cn,三和小学前
三和小前,zh-tw,三和小學前
三和小前,ko,산와코마에
三和小前,ja-Hrkt,さんわこまえ
三和小前,en,Sanwasho mae
三花農協前,ja,三花農協前
三花農協前,zh-cn,三花农协前
三花農協前,zh-tw,三花農協前
三花農協前,ko,미카 농협 전
三花農協前,ja-Hrkt,みはなのうきょうまえ
三花農協前,en,MihanaNoukyou mae
通戸,ja,通戸
通戸,zh-cn,通户
通戸,zh-tw,通戶
通戸,ko,도도
通戸,ja-Hrkt,つうと
通戸,en,Tsuuto
西河内,ja,西河内
西河内,zh-cn,西河内
西河内,zh-tw,西河内
西河内,ko,니시카와치
西河内,ja-Hrkt,にしかわち
西河内,en,Nishikawachi
中会,ja,中会
中会,zh-cn,中会
中会,zh-tw,中會
中会,ko,중회
中会,ja-Hrkt,ちゅうかい
中会,en,Chukai
竹尾橋,ja,竹尾橋
竹尾橋,zh-cn,竹尾桥
竹尾橋,zh-tw,竹尾橋
竹尾橋,ko,다케오 다리
竹尾橋,ja-Hrkt,たけおばし
竹尾橋,en,Takeobashi
和田,ja,和田
和田,zh-cn,和田
和田,zh-tw,和田
和田,ko,와다
和田,ja-Hrkt,わだ
和田,en,Wada
轟橋,ja,轟橋
轟橋,zh-cn,轰桥
轟橋,zh-tw,轟橋
轟橋,ko,굉교
轟橋,ja-Hrkt,とどろきばし
轟橋,en,Todorokibashi
矢瀬,ja,矢瀬
矢瀬,zh-cn,矢濑
矢瀬,zh-tw,矢瀨
矢瀬,ko,야세
矢瀬,ja-Hrkt,やせ
矢瀬,en,Yase
藪の不動尊入口,ja,藪之不動尊入口
藪の不動尊入口,zh-cn,藪之不動尊入口
藪の不動尊入口,zh-tw,Yabu no Fudoson 入口
藪の不動尊入口,ko,장작의 부동존 입구
藪の不動尊入口,ja-Hrkt,やぶのふどうそんいりぐち
藪の不動尊入口,en,YabunoFudoson Iriguchi
高塚,ja,高塚
高塚,zh-cn,高冢
高塚,zh-tw,高塚
高塚,ko,타카츠카
高塚,ja-Hrkt,たかつか
高塚,en,Takatsuka
代太郎,ja,代太郎
代太郎,zh-cn,代太郎
代太郎,zh-tw,代太郎
代太郎,ko,다이타로
代太郎,ja-Hrkt,だいたろう
代太郎,en,Daitarou
栂野,ja,栂野
栂野,zh-cn,栂野
栂野,zh-tw,栂野
栂野,ko,栂野
栂野,ja-Hrkt,とがの
栂野,en,Togano
栃の木,ja,栃の木
栃の木,zh-cn,栃之木
栃の木,zh-tw,栃之木
栃の木,ko,떡갈나무
栃の木,ja-Hrkt,とちのき
栃の木,en,Tochinoki
内河野,ja,内河野
内河野,zh-cn,内河野
内河野,zh-tw,内河野
内河野,ko,우치카와
内河野,ja-Hrkt,うちかわの
内河野,en,Uchikawano
下内河野,ja,下内河野
下内河野,zh-cn,下内河野
下内河野,zh-tw,下内河野
下内河野,ko,시모우치 고노
下内河野,ja-Hrkt,しもうちかわの
下内河野,en,Shimouchikawano
円徳野,ja,円徳野
円徳野,zh-cn,円徳野
円徳野,zh-tw,円徳野
円徳野,ko,엔 도쿠노
円徳野,ja-Hrkt,えんどくの
円徳野,en,Endokuno
小麦河野,ja,小麦河野
小麦河野,zh-cn,小麦河野
小麦河野,zh-tw,小麥河野
小麦河野,ko,밀가와
小麦河野,ja-Hrkt,こむぎかわの
小麦河野,en,Komugikawano
平川（高塚）,ja,平川（高塚）
平川（高塚）,zh-cn,平川（高冢）
平川（高塚）,zh-tw,平川（高塚）
平川（高塚）,ko,히라카와(타카츠카)
平川（高塚）,ja-Hrkt,ひらかわ
平川（高塚）,en,Hirakawa
十文字（森町）,ja,十文字（森町）
十文字（森町）,zh-cn,十文字（森町）
十文字（森町）,zh-tw,十文字（森町）
十文字（森町）,ko,십자(모리마치)
十文字（森町）,ja-Hrkt,じゅうもんじ
十文字（森町）,en,Jumonji
自衛隊入口,ja,自衛隊入口
自衛隊入口,zh-cn,自卫队入口
自衛隊入口,zh-tw,自衛隊入口
自衛隊入口,ko,자위대 입구
自衛隊入口,ja-Hrkt,じえいたいいりぐち
自衛隊入口,en,Jieitaiiriguchi
福岡空港国内線,ja,福岡空港国内線
福岡空港国内線,zh-cn,福冈机场国内线
福岡空港国内線,zh-tw,福岡機場國內線
福岡空港国内線,ko,후쿠오카 공항 국내선
福岡空港国内線,ja-Hrkt,ふくおかくうこうこくないせん
福岡空港国内線,en,Fukuoka airport kokunaisen
天瀬温泉,ja,天瀬温泉
天瀬温泉,zh-cn,天濑温泉
天瀬温泉,zh-tw,天瀨溫泉
天瀬温泉,ko,텐세 온천
天瀬温泉,ja-Hrkt,あまがせおんせん
天瀬温泉,en,Amagase Onsen
小迫町,ja,小迫町
小迫町,zh-cn,小迫町
小迫町,zh-tw,小迫町
小迫町,ko,고코쿠쵸
小迫町,ja-Hrkt,おざこまち
小迫町,en,Ozakomachi
小迫町コミュニティ広場前,ja,小迫町コミュニティ広場前
小迫町コミュニティ広場前,zh-cn,小迫町社区广场前
小迫町コミュニティ広場前,zh-tw,小迫町社區廣場前
小迫町コミュニティ広場前,ko,고코쿠쵸 커뮤니티 광장 앞
小迫町コミュニティ広場前,ja-Hrkt,おざこまちこみゅにてぃひろばまえ
小迫町コミュニティ広場前,en,Ozakomachi Community Hiroba mae
上銭渕,ja,上銭渕
上銭渕,zh-cn,上銭渊
上銭渕,zh-tw,上銭淵
上銭渕,ko,上銭渕
上銭渕,ja-Hrkt,かみぜにぶち
上銭渕,en,Kamizenibuchi
亀川町,ja,亀川町
亀川町,zh-cn,龟川町
亀川町,zh-tw,龜川町
亀川町,ko,카메가와초
亀川町,ja-Hrkt,かめがわまち
亀川町,en,Kamegawamachi
隈温泉旅館街,ja,隈温泉旅館街
隈温泉旅館街,zh-cn,隈温泉旅馆街
隈温泉旅館街,zh-tw,隈溫泉旅館街
隈温泉旅館街,ko,쿠마 온천 료칸 거리
隈温泉旅館街,ja-Hrkt,くまおんせんりょかんがい
隈温泉旅館街,en,Kumaonsenryokangai
隈町入口,ja,隈町入口
隈町入口,zh-cn,隈町入口
隈町入口,zh-tw,隈町入口
隈町入口,ko,쿠마마치 입구
隈町入口,ja-Hrkt,くままちいりぐち
隈町入口,en,Kumamoto Iriguchi
工業団地入口,ja,工業団地入口
工業団地入口,zh-cn,工业园入口
工業団地入口,zh-tw,工業園入口
工業団地入口,ko,산업단지 입구
工業団地入口,ja-Hrkt,こうぎょうだんちいりぐち
工業団地入口,en,Kogyodanchiriguchi
琴平町,ja,琴平町
琴平町,zh-cn,琴平町
琴平町,zh-tw,琴平町
琴平町,ko,고토히라초
琴平町,ja-Hrkt,ことひらまち
琴平町,en,Kotohiramachi
小松屋前,ja,小松屋前
小松屋前,zh-cn,小松屋前
小松屋前,zh-tw,小松屋前
小松屋前,ko,고마쓰야마에
小松屋前,ja-Hrkt,こまつやまえ
小松屋前,en,Komatsuya mae
誠和町,ja,誠和町
誠和町,zh-cn,誠和町
誠和町,zh-tw,誠和町
誠和町,ko,세이와초
誠和町,ja-Hrkt,せいわまち
誠和町,en,Seiwamachi
光岡小学校前,ja,光岡小学校前
光岡小学校前,zh-cn,光冈小学前
光岡小学校前,zh-tw,光岡小學前
光岡小学校前,ko,미츠오카 초등학교 앞
光岡小学校前,ja-Hrkt,てるおかしょうがっこうまえ
光岡小学校前,en,Teruokashogakkou mae
誠和町公民館前,ja,誠和町公民館前
誠和町公民館前,zh-cn,誠和町公会堂前
誠和町公民館前,zh-tw,誠和町公會堂前
誠和町公民館前,ko,세이와초 공민관 앞
誠和町公民館前,ja-Hrkt,せいわまちこうみんかんまえ
誠和町公民館前,en,Seiwamachi Kouminkan mae
吹上住宅,ja,吹上住宅
吹上住宅,zh-cn,吹上住宅
吹上住宅,zh-tw,吹上住宅
吹上住宅,ko,후키 가미 주택
吹上住宅,ja-Hrkt,ふきあげじゅうたく
吹上住宅,en,Fukiage jutaku
福岡空港国際線,ja,福岡空港国際線
福岡空港国際線,zh-cn,福冈机场国际线
福岡空港国際線,zh-tw,福岡機場國際線
福岡空港国際線,ko,후쿠오카 공항 국제선
福岡空港国際線,ja-Hrkt,ふくおかくうこうこくさいせん
福岡空港国際線,en,Fukuoka airport kokusaisen
本町,ja,本町
本町,zh-cn,本町
本町,zh-tw,本町
本町,ko,혼마치
本町,ja-Hrkt,ほんまち
本町,en,Honmachi
三隈高校前,ja,三隈高校前
三隈高校前,zh-cn,三隈高中前
三隈高校前,zh-tw,三隈高中前
三隈高校前,ko,미쿠마 고등학교 앞
三隈高校前,ja-Hrkt,みくまこうこうまえ
三隈高校前,en,Mikuma Koukou Mae
三隈中前,ja,三隈中前
三隈中前,zh-cn,三隈中前
三隈中前,zh-tw,三隈中前
三隈中前,ko,미쿠마나카마에
三隈中前,ja-Hrkt,みくまちゅうまえ
三隈中前,en,MikumaChu mae
三隈橋北,ja,三隈橋北
三隈橋北,zh-cn,三隈桥北
三隈橋北,zh-tw,三隈橋北
三隈橋北,ko,미쿠마바시 기타
三隈橋北,ja-Hrkt,みくまばしきた
三隈橋北,en,Mikumabashikita
港町,ja,港町
港町,zh-cn,港口
港町,zh-tw,港口
港町,ko,미나토마치
港町,ja-Hrkt,みなとまち
港町,en,Minatomachi
向新治,ja,向新治
向新治,zh-cn,向新治
向新治,zh-tw,向新治
向新治,ko,향신지
向新治,ja-Hrkt,むかいにいばる
向新治,en,MukaiNiibaru
養鱒場前,ja,養鱒場前
養鱒場前,zh-cn,养鱒场前
養鱒場前,zh-tw,養鱒場前
養鱒場前,ko,양성장 앞
養鱒場前,ja-Hrkt,ようそんじょうまえ
養鱒場前,en,Yousonjo mae
北山田駅前,ja,北山田駅前
北山田駅前,zh-cn,北山田站前
北山田駅前,zh-tw,北山田站前
