trans_id,lang,translation
須崎,zh-tw,須崎
須崎,ko,스사키
須崎,ja-Hrkt,すざき
須崎,en,Suzaki
宮原,ja,宮原
宮原,zh-cn,宫原
宮原,zh-tw,宮原
宮原,ko,미야하라
宮原,ja-Hrkt,みやばる
宮原,en,Miyabaru
白馬渓,ja,白馬渓
白馬渓,zh-cn,白马溪
白馬渓,zh-tw,白馬溪
白馬渓,ko,하쿠바 계
白馬渓,ja-Hrkt,はくばけい
白馬渓,en,Hakubakei
上新田,ja,上新田
上新田,zh-cn,上新田
上新田,zh-tw,上新田
上新田,ko,카미니타
上新田,ja-Hrkt,かみにいだ
上新田,en,Kaminiida
犬飼駅,ja,犬飼駅
犬飼駅,zh-cn,犬飼站
犬飼駅,zh-tw,犬飼站
犬飼駅,ko,이누카이 역
犬飼駅,ja-Hrkt,いぬかいえき
犬飼駅,en,Inukaieki
下木,ja,下木
下木,zh-cn,下木
下木,zh-tw,下木
下木,ko,시모키
下木,ja-Hrkt,したぎ
下木,en,Shitagi
新町,ja,新町
新町,zh-cn,新町
新町,zh-tw,新町
新町,ko,신마치
新町,ja-Hrkt,しんまち
新町,en,Shinmachi
鳥越,ja,鳥越
鳥越,zh-cn,鸟越
鳥越,zh-tw,鳥越
鳥越,ko,토리코시
鳥越,ja-Hrkt,とりごえ
鳥越,en,Torigoe
三宅,ja,三宅
三宅,zh-cn,三宅
三宅,zh-tw,三宅
三宅,ko,미야케
三宅,ja-Hrkt,みやけ
三宅,en,Miyake
両村橋,ja,両村橋
両村橋,zh-cn,両村桥
両村橋,zh-tw,両村橋
両村橋,ko,료무라바시
両村橋,ja-Hrkt,りょうそんばし
両村橋,en,Ryosonbashi
望月,ja,望月
望月,zh-cn,望月
望月,zh-tw,望月
望月,ko,모치즈키
望月,ja-Hrkt,もちづき
望月,en,Mochizuki
上津小野,ja,上津小野
上津小野,zh-cn,上津小野
上津小野,zh-tw,上津小野
上津小野,ko,우에쓰 오노
上津小野,ja-Hrkt,こうづおの
上津小野,en,Kozuono
一ノ瀬,ja,一ノ瀬
一ノ瀬,zh-cn,一之濑
一ノ瀬,zh-tw,一之瀨
一ノ瀬,ko,이치노세
一ノ瀬,ja-Hrkt,いちのせ
一ノ瀬,en,Ichinose
住吉,ja,住吉
住吉,zh-cn,住吉
住吉,zh-tw,住吉
住吉,ko,스미요시
住吉,ja-Hrkt,すみよし
住吉,en,Sumiyoshi
竹田中学校前,ja,竹田中学校前
竹田中学校前,zh-cn,竹田中学前
竹田中学校前,zh-tw,竹田中學前
竹田中学校前,ko,다케다 중학교 앞
竹田中学校前,ja-Hrkt,たけたちゅうがっこうまえ
竹田中学校前,en,Taketachugakkou mae
山中入口,ja,山中入口
山中入口,zh-cn,山中入口
山中入口,zh-tw,山中入口
山中入口,ko,야마나카 입구
山中入口,ja-Hrkt,やまなかいりぐち
山中入口,en,Yamanakairiguchi
柚の木,ja,柚の木
柚の木,zh-cn,柚树
柚の木,zh-tw,柚樹
柚の木,ko,유나무
柚の木,ja-Hrkt,ゆずのき
柚の木,en,Yuzunoki
犬飼公民館,ja,犬飼公民館
犬飼公民館,zh-cn,犬飼公会堂
犬飼公民館,zh-tw,犬飼公會堂
犬飼公民館,ko,이누카이 공민관
犬飼公民館,ja-Hrkt,いぬかいこうみんかん
犬飼公民館,en,Inukaikouminkan
緒方支所前,ja,緒方支所前
緒方支所前,zh-cn,绪方分店前
緒方支所前,zh-tw,緒方分店前
緒方支所前,ko,오가타 출장소 앞
緒方支所前,ja-Hrkt,おがたししょまえ
緒方支所前,en,Ogatashisho mae
平清水,ja,平清水
平清水,zh-cn,平清水
平清水,zh-tw,平清水
平清水,ko,평청수
平清水,ja-Hrkt,ひらそうず
平清水,en,Hirasozu
グランツたけた,ja,グランツたけた
グランツたけた,zh-cn,竹田格兰茨
グランツたけた,zh-tw,竹田格蘭茨
グランツたけた,ko,그란츠 타케타
グランツたけた,ja-Hrkt,ぐらんつたけた
グランツたけた,en,Grantz Taketa
滑瀬,ja,滑瀬
滑瀬,zh-cn,滑瀬
滑瀬,zh-tw,滑瀬
滑瀬,ko,나루세
滑瀬,ja-Hrkt,ぬめりぜ
滑瀬,en,Numerize
野津南,ja,野津南
野津南,zh-cn,野津南
野津南,zh-tw,野津南
野津南,ko,노즈미나미
野津南,ja-Hrkt,のつみなみ
野津南,en,Notsuminami
大鷺,ja,大鷺
大鷺,zh-cn,大鹭
大鷺,zh-tw,大鷺
大鷺,ko,오오와
大鷺,ja-Hrkt,おおさぎ
大鷺,en,Osagi
小野入口,ja,小野入口
小野入口,zh-cn,小野入口
小野入口,zh-tw,小野入口
小野入口,ko,오노 입구
小野入口,ja-Hrkt,おのいりぐち
小野入口,en,Onoiriguchi
堀切,ja,堀切
堀切,zh-cn,堀切
堀切,zh-tw,堀切
堀切,ko,호리키리
堀切,ja-Hrkt,ほりきり
堀切,en,Horikiri
新道,ja,新道
新道,zh-cn,新路
新道,zh-tw,新路
新道,ko,신도
新道,ja-Hrkt,しんどう
新道,en,Shindou
平村,ja,平村
平村,zh-cn,平村
平村,zh-tw,平村
平村,ko,히라무라
平村,ja-Hrkt,ひらむら
平村,en,Hiramura
四ッ割,ja,四ッ割
四ッ割,zh-cn,四割
四ッ割,zh-tw,四割
四ッ割,ko,부드럽게
四ッ割,ja-Hrkt,よつわり
四ッ割,en,Yotsuwari
長迫,ja,長迫
長迫,zh-cn,长迫
長迫,zh-tw,長迫
長迫,ko,긴박
長迫,ja-Hrkt,ながさこ
長迫,en,Nagasako
久住,ja,久住
久住,zh-cn,久住
久住,zh-tw,久住
久住,ko,쿠스미
久住,ja-Hrkt,くじゅう
久住,en,Kuju
やすらぎ交差点,ja,やすらぎ交差点
やすらぎ交差点,zh-cn,和平路口
やすらぎ交差点,zh-tw,和平路口
やすらぎ交差点,ko,편안한 교차로
やすらぎ交差点,ja-Hrkt,やすらぎこうさてん
やすらぎ交差点,en,Yasuragi Kousaten
内山,ja,内山
内山,zh-cn,内山
内山,zh-tw,內山
内山,ko,우치야마
内山,ja-Hrkt,うちやま
内山,en,Uchiyama
松谷,ja,松谷
松谷,zh-cn,松谷
松谷,zh-tw,松谷
松谷,ko,마츠야
松谷,ja-Hrkt,まつだに
松谷,en,in Matsudani
竹田温泉花水月,ja,竹田温泉花水月
竹田温泉花水月,zh-cn,竹田温泉花水月
竹田温泉花水月,zh-tw,竹田溫泉花水月
竹田温泉花水月,ko,다케다 온천 하나미즈키
竹田温泉花水月,ja-Hrkt,たけたおんせんはなみづき
竹田温泉花水月,en,Taketa Onsen Hanamizuki
営林署前,ja,営林署前
営林署前,zh-cn,営林务局前
営林署前,zh-tw,営林務局前
営林署前,ko,영림서 앞
営林署前,ja-Hrkt,えいりんしょまえ
営林署前,en,Eirinsho mae
代の原,ja,代の原
代の原,zh-cn,代原
代の原,zh-tw,代原
代の原,ko,대원
代の原,ja-Hrkt,だいのはる
代の原,en,Dainoharu
草深野,ja,草深野
草深野,zh-cn,草深野
草深野,zh-tw,草深野
草深野,ko,쿠사후카노
草深野,ja-Hrkt,くさぶかの
草深野,en,Kusabukano
千束,ja,千束
千束,zh-cn,千束
千束,zh-tw,千束
千束,ko,센다쿠
千束,ja-Hrkt,せんぞく
千束,en,Senzoku
落合,ja,落合
落合,zh-cn,落合
落合,zh-tw,落合
落合,ko,오치아이
落合,ja-Hrkt,おちあい
落合,en,Ochiai
浄運寺前,ja,浄運寺前
浄運寺前,zh-cn,浄運寺前
浄運寺前,zh-tw,浄運寺前
浄運寺前,ko,조운지마에
浄運寺前,ja-Hrkt,じょううんじまえ
浄運寺前,en,Jounji mae
河面橋,ja,河面橋
河面橋,zh-cn,河面桥
河面橋,zh-tw,河面橋
河面橋,ko,하면 다리
河面橋,ja-Hrkt,かわもばし
河面橋,en,Kawamobashi
本町,ja,本町
本町,zh-cn,本町
本町,zh-tw,本町
本町,ko,혼마치
本町,ja-Hrkt,ほんまち
本町,en,Honmachi
市場六区,ja,市場六区
市場六区,zh-cn,市场第六区
市場六区,zh-tw,市場第六區
市場六区,ko,시장 6구
市場六区,ja-Hrkt,いちばろっく
市場六区,en,Ichibarokku
くわ津留,ja,くわ津留
くわ津留,zh-cn,鹤鹤
くわ津留,zh-tw,鶴鶴
くわ津留,ko,쿠와 쓰루
くわ津留,ja-Hrkt,くわづる
くわ津留,en,Kuwazuru
鍛治屋町,ja,鍛治屋町
鍛治屋町,zh-cn,鍛治屋町
鍛治屋町,zh-tw,鍛治屋鎮
鍛治屋町,ko,단지야초
鍛治屋町,ja-Hrkt,かじやまち
鍛治屋町,en,Kajiyamamachi
野津南保育園前,ja,野津南保育園前
野津南保育園前,zh-cn,野津南保育园前
野津南保育園前,zh-tw,野津南保育園前
野津南保育園前,ko,노즈 미나미 보육원 앞
野津南保育園前,ja-Hrkt,のつみなみほいくえんまえ
野津南保育園前,en,Notsuminami Hoikuen mae
山川,ja,山川
山川,zh-cn,山川
山川,zh-tw,山川
山川,ko,야마가와
山川,ja-Hrkt,やまがわ
山川,en,Yamagawa
下菅生,ja,下菅生
下菅生,zh-cn,下菅生
下菅生,zh-tw,下菅生
下菅生,ko,시모스가
下菅生,ja-Hrkt,しもすごう
下菅生,en,Shimosugou
大迫,ja,大迫
大迫,zh-cn,大迫
大迫,zh-tw,大迫
大迫,ko,대박
大迫,ja-Hrkt,おおさこ
大迫,en,Ohsako
甘橡,ja,甘橡
甘橡,zh-cn,甘薯
甘橡,zh-tw,甘藷
甘橡,ko,감자
甘橡,ja-Hrkt,あまくぬぎ
甘橡,en,Amakunugi
井手野津留,ja,井手野津留
井手野津留,zh-cn,井手野津留
井手野津留,zh-tw,井手野津留
井手野津留,ko,이데노즈루
井手野津留,ja-Hrkt,いでのつる
井手野津留,en,Idenotsuru
学校入口,ja,学校入口
学校入口,zh-cn,学校门口
学校入口,zh-tw,學校門口
学校入口,ko,학교 입구
学校入口,ja-Hrkt,がっこういりぐち
学校入口,en,Gakkouiriguchi
みつば台,ja,みつば台
みつば台,zh-cn,三菱展台
みつば台,zh-tw,三菱展台
みつば台,ko,미츠바 다이
みつば台,ja-Hrkt,みつばだい
みつば台,en,Mitsubadai
鬼塚,ja,鬼塚
鬼塚,zh-cn,鬼冢
鬼塚,zh-tw,鬼塚
鬼塚,ko,오니즈카
鬼塚,ja-Hrkt,おにづか
鬼塚,en,Onizuka
宮本,ja,宮本
宮本,zh-cn,宫本
宮本,zh-tw,宮本
宮本,ko,미야모토
宮本,ja-Hrkt,みやもと
宮本,en,Miyamoto
道の駅長湯温泉,ja,道の駅長湯温泉
道の駅長湯温泉,zh-cn,路站长汤温泉
道の駅長湯温泉,zh-tw,路站長湯溫泉
道の駅長湯温泉,ko,미치노에키 나가유 온천
道の駅長湯温泉,ja-Hrkt,みちのえきながゆおんせん
道の駅長湯温泉,en,Michinoeki Nagayuonsen
緑豊中学校前,ja,緑豊中学校前
緑豊中学校前,zh-cn,緑豊中学前
緑豊中学校前,zh-tw,緑豊中學前
緑豊中学校前,ko,미도리 중학교 앞
緑豊中学校前,ja-Hrkt,りょくほうちゅうがっこうまえ
緑豊中学校前,en,Ryokuhochugakkou mae
宮尾入口,ja,宮尾入口
宮尾入口,zh-cn,宫尾入口
宮尾入口,zh-tw,宮尾入口
宮尾入口,ko,미야오 입구
宮尾入口,ja-Hrkt,みやおいりぐち
宮尾入口,en,Miyaoiguchi
滝の上,ja,滝の上
滝の上,zh-cn,滝之上
滝の上,zh-tw,滝之上
滝の上,ko,폭포 위
滝の上,ja-Hrkt,たきのうえ
滝の上,en,Takinoue
馬場東,ja,馬場東
馬場東,zh-cn,馬場东
馬場東,zh-tw,馬場東
馬場東,ko,바바 동쪽
馬場東,ja-Hrkt,ばばひがし
馬場東,en,Babahigashi
赤迫,ja,赤迫
赤迫,zh-cn,赤迫
赤迫,zh-tw,赤迫
赤迫,ko,적박
赤迫,ja-Hrkt,あかさこ
赤迫,en,Akasako
倉橋,ja,倉橋
倉橋,zh-cn,仓桥
倉橋,zh-tw,倉橋
倉橋,ko,쿠라하시
倉橋,ja-Hrkt,くらはし
倉橋,en,Kurahashi
権現堂,ja,権現堂
権現堂,zh-cn,权现堂
権現堂,zh-tw,權現堂
権現堂,ko,권현당
権現堂,ja-Hrkt,ごんげんどう
権現堂,en,Gongendou
粟手原,ja,粟手原
粟手原,zh-cn,粟手原
粟手原,zh-tw,粟手原
粟手原,ko,아와테하라
粟手原,ja-Hrkt,あわてばる
粟手原,en,Awatebaru
道の駅おおの,ja,道の駅おおの
道の駅おおの,zh-cn,道之站小野
道の駅おおの,zh-tw,道之站小野
道の駅おおの,ko,미치노에키 오오노
道の駅おおの,ja-Hrkt,みちのえきおおの
道の駅おおの,en,Michinoeki Ohno
平,ja,平
平,zh-cn,平
平,zh-tw,平
平,ko,평
平,ja-Hrkt,ひら
平,en,Hira
三重幼稚園前,ja,三重幼稚園前
三重幼稚園前,zh-cn,三重幼儿园前
三重幼稚園前,zh-tw,三重幼兒園前
三重幼稚園前,ko,미에 유치원 앞
三重幼稚園前,ja-Hrkt,みえようちえんまえ
三重幼稚園前,en,Mie Youchien mae
朝地駅前,ja,朝地駅前
朝地駅前,zh-cn,朝路站前
朝地駅前,zh-tw,朝路站前
朝地駅前,ko,아사히 역 앞
朝地駅前,ja-Hrkt,あさじえきまえ
朝地駅前,en,Asajieki mae
竹場,ja,竹場
竹場,zh-cn,竹场
竹場,zh-tw,竹場
竹場,ko,다케바
竹場,ja-Hrkt,たけば
竹場,en,Takeba
西ノ口,ja,西ノ口
西ノ口,zh-cn,西之口
西ノ口,zh-tw,西之口
西ノ口,ko,니시노구치
西ノ口,ja-Hrkt,にしのくち
西ノ口,en,Nishinokuchi
常楽荘前,ja,常楽荘前
常楽荘前,zh-cn,常乐庄前
常楽荘前,zh-tw,常樂莊前
常楽荘前,ko,토코라쿠소마에
常楽荘前,ja-Hrkt,じょうらくそうまえ
常楽荘前,en,Jorakusou Mae
堂の前,ja,堂の前
堂の前,zh-cn,在庙前
堂の前,zh-tw,在廟前
堂の前,ko,당의 앞
堂の前,ja-Hrkt,どうのまえ
堂の前,en,Douno mae
桜馬場,ja,桜馬場
桜馬場,zh-cn,樱马场
桜馬場,zh-tw,櫻馬場
桜馬場,ko,사쿠라바바
桜馬場,ja-Hrkt,さくらばば
桜馬場,en,Sakurababa
犬飼,ja,犬飼
犬飼,zh-cn,犬养
犬飼,zh-tw,犬飼
犬飼,ko,개
犬飼,ja-Hrkt,いぬかい
犬飼,en,Inukai
高平,ja,高平
高平,zh-cn,高平
高平,zh-tw,高平
高平,ko,고평
高平,ja-Hrkt,たかひら
高平,en,Takahira
下り松,ja,下り松
下り松,zh-cn,下松
下り松,zh-tw,下松
下り松,ko,내리막
下り松,ja-Hrkt,さがりまつ
下り松,en,Sagarimatsu
田附,ja,田附
田附,zh-cn,田付
田附,zh-tw,田付
田附,ko,타부케
田附,ja-Hrkt,たづく
田附,en,Tazuku
深野,ja,深野
深野,zh-cn,深野
深野,zh-tw,深野
深野,ko,후카노
深野,ja-Hrkt,ふかの
深野,en,Fukano
西玉来,ja,西玉来
西玉来,zh-cn,西玉木
西玉来,zh-tw,西玉木
西玉来,ko,니시타마라이
西玉来,ja-Hrkt,にしたまらい
西玉来,en,Nishitamarai
貫原,ja,貫原
貫原,zh-cn,贯原
貫原,zh-tw,貫原
貫原,ko,관원
貫原,ja-Hrkt,ぬきはる
貫原,en,Nukiharu
竹田玉来,ja,竹田玉来
竹田玉来,zh-cn,竹田玉来
竹田玉来,zh-tw,竹田玉来
竹田玉来,ko,다케다 타마오
竹田玉来,ja-Hrkt,たけたたまらいしんしょうじまえ
竹田玉来,en,Taketa Tamarai Shinshoji mae
久住支所前,ja,久住支所前
久住支所前,zh-cn,久住店前
久住支所前,zh-tw,久住店前
久住支所前,ko,쿠스미 ​​출장소 앞
久住支所前,ja-Hrkt,くじゅうししょまえ
久住支所前,en,Kujushisho mae
浦久保入口,ja,浦久保入口
浦久保入口,zh-cn,浦久保入口
浦久保入口,zh-tw,浦久保入口
浦久保入口,ko,우라쿠보 입구
浦久保入口,ja-Hrkt,うらくぼいりぐち
浦久保入口,en,Urakubo Iriguchi
市原団地前,ja,市原団地前
市原団地前,zh-cn,市原住宅区前
市原団地前,zh-tw,市原住宅區前
市原団地前,ko,이치하라 단지 앞
市原団地前,ja-Hrkt,いちはらだんちまえ
市原団地前,en,Ichiharadanchi mae
米納,ja,米納
米納,zh-cn,米納
米納,zh-tw,米納
米納,ko,쌀납
米納,ja-Hrkt,よない
米納,en,Yonai
朝地,ja,朝地
朝地,zh-cn,朝地
朝地,zh-tw,朝地
朝地,ko,아침
朝地,ja-Hrkt,あさじ
朝地,en,Asaji
発電所入口,ja,発電所入口
発電所入口,zh-cn,电站入口
発電所入口,zh-tw,電站入口
発電所入口,ko,발전소 입구
発電所入口,ja-Hrkt,はつでんしょいりぐち
発電所入口,en,Hatsudenshoiriguchi
柄柄,ja,柄柄
柄柄,zh-cn,柄柄
柄柄,zh-tw,柄柄
柄柄,ko,무늬
柄柄,ja-Hrkt,がらがら
柄柄,en,Garagara
三重トキハ前,ja,三重トキハ前
三重トキハ前,zh-cn,三重Tokiwa前
三重トキハ前,zh-tw,三重Tokiwa前
三重トキハ前,ko,미에 토키하 앞
三重トキハ前,ja-Hrkt,みえときわまえ
三重トキハ前,en,Mie Tokiwa mae
下赤嶺東,ja,下赤嶺東
下赤嶺東,zh-cn,下赤峰东
下赤嶺東,zh-tw,下赤峰東
下赤嶺東,ko,시모아카미네 동
下赤嶺東,ja-Hrkt,しもあかみねひがし
下赤嶺東,en,ShimoAkamineHigashi
菅尾駅前,ja,菅尾駅前
菅尾駅前,zh-cn,菅尾站前
菅尾駅前,zh-tw,菅尾站前
菅尾駅前,ko,스가오역 앞
菅尾駅前,ja-Hrkt,すがおえきまえ
菅尾駅前,en,Sugaoeki mae
水道口,ja,水道口
水道口,zh-cn,水道口
水道口,zh-tw,水道口
水道口,ko,수도구
水道口,ja-Hrkt,すいどうぐち
水道口,en,Suidoguchi
戸ノ口,ja,戸ノ口
戸ノ口,zh-cn,户之口
戸ノ口,zh-tw,戶之口
戸ノ口,ko,토노구치
戸ノ口,ja-Hrkt,とのくち
戸ノ口,en,Tonokuchi
原山,ja,原山
原山,zh-cn,原山
原山,zh-tw,原山
原山,ko,하라야마
原山,ja-Hrkt,はるやま
原山,en,Haruyama
小畑下,ja,小畑下
小畑下,zh-cn,小幡下
小畑下,zh-tw,小幡下
小畑下,ko,오바타시타
小畑下,ja-Hrkt,おばたした
小畑下,en,Obatashita
川平,ja,川平
川平,zh-cn,川平
川平,zh-tw,川平
川平,ko,가와히라
川平,ja-Hrkt,かわひら
川平,en,Kawahira
城北町,ja,城北町
城北町,zh-cn,城北町
城北町,zh-tw,城北町
城北町,ko,조호쿠초
城北町,ja-Hrkt,じょうほくまち
城北町,en,JohokuMachi
師田原,ja,師田原
師田原,zh-cn,诸田原
師田原,zh-tw,諸田原
師田原,ko,시다하라
師田原,ja-Hrkt,しだわら
師田原,en,Shidawara
軸丸入口,ja,軸丸入口
軸丸入口,zh-cn,轴丸入口
軸丸入口,zh-tw,軸丸入口
軸丸入口,ko,축 원 입구
軸丸入口,ja-Hrkt,じくまるいりぐち
軸丸入口,en,Jikumaru Iriguchi
名本,ja,名本
名本,zh-cn,名本
名本,zh-tw,名本
名本,ko,명본
名本,ja-Hrkt,なもと
名本,en,Namoto
樫峰入口,ja,樫峰入口
樫峰入口,zh-cn,樫峰入口
樫峰入口,zh-tw,樫峰入口
樫峰入口,ko,가미미네 입구
樫峰入口,ja-Hrkt,かしみねいりぐち
樫峰入口,en,Kashimine Iriguchi
大木,ja,大木
大木,zh-cn,大木
大木,zh-tw,大木
大木,ko,큰 나무
大木,ja-Hrkt,おおぎ
大木,en,Ohgi
トンネル口,ja,トンネル口
トンネル口,zh-cn,隧道口
トンネル口,zh-tw,隧道口
トンネル口,ko,터널 입
トンネル口,ja-Hrkt,とんねるぐち
トンネル口,en,tunnel guchi
原尻の滝入口,ja,原尻の滝入口
原尻の滝入口,zh-cn,原尻瀑布入口
原尻の滝入口,zh-tw,原尻瀑布入口
